label,text
ham,Ha ha ha good joke. Girls are situation seekers.
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6299257179 Now!"
ham,Lol great now im getting hungry.
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,Nvm it's ok...
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Ok. But i finish at 6.
ham,Alex says he's not ok with you not being ok with it
ham,"Alright, we're all set here, text the man"
smishing,"Todays Vodafone numbers ending 9167 are selected to receive a Rs.2,00,000 award. If you have a match please call 7044518857 quoting claim code 5001 standard rates apply"
ham,What year. And how many miles.
ham,"Sorry, u need to wait"
ham,"Yeah there's barely enough room for the two of us, x has too many shoes. Sorry man, see you later"
ham,Now only i reached home. . . I am very tired now. .will talk to u tomorrow
ham,R we still meeting 4 dinner tonight?
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
smishing,"As a valued customer, I am pleased to advise you that following recent review of your Mobile No. you are awarded with a Rs.7,00,000 Bonus Prize, call 7679046492"
ham,S da..al r above  &lt;#&gt;
smishing,"Loan for any amount £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,How are you holding up?
ham,"Sir, I am waiting for your call�I have an urgent meeting later on.."
ham,Lol its ok I didn't remember til last nite
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
ham,Fine am simply sitting.
ham,Joy's father is John. Then John is the NAME of Joy's father. Sweta
ham,Thanx a lot 4 ur help!
ham,You best watch what you say cause I get drunk
ham,I don�t want to talk with u�don�t call me..
ham,Can u get pic msgs to your phone?
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,Boy you best get yo ass out here quick
ham,S...i will take mokka players only:)
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today"
ham,K.k:)advance happy pongal.
ham,"Hey elaine, is today's meeting still on?"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,"The problem I have felt is you have the time to do it, but you choose not to."
ham,"Alright we're hooked up, where you guys at"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,"[…] anyway, many good evenings to u! s"
ham,"Well, I meant as opposed to my drunken night of before"
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,Long beach lor. Expected... U having dinner now?
ham,You call times job today ok umma and ask them to speed up
ham,Ok thanx... Take care then...
ham,Aight well keep me informed
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,Dear i have reache room
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
smishing,"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7908807538 now."
ham,Hi good mornin.. Thanku wish u d same..
ham,"I'll text carlos and let you know, hang on"
ham,i dnt wnt to tlk wid u
ham,I dont have i shall buy one dear
ham,Oh ok�I'm watching here:) I know what to do
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up"
ham,Moji i love you more than words. Have a rich day
ham,Its sarcasm.. .nt scarcasim
smishing,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938766
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,We have sent JD for Customer Service to ur mail id.
spam,Chat n date now! 0871750.77.11! BT-national rate 5p/min only from landlines!
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,You still around? Looking to pick up later
ham,Really? I crashed out cuddled on my sofa.
smishing,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.10,00,000 prize GUARANTEED. Call 8536074310. Claim Code K52. Valid 12hrs only."
ham,"Don't worry, * is easy once have ingredients!"
ham,What your plan for pongal?
ham,Hi:)did you asked to waheeda fathima about leave?
smishing,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd"
ham,Easy ah?sen got selected means its good..
smishing,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,"Ya tel, wats ur problem.."
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,I am late. I will be there by evening
ham,Then anything special?
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,Ü wait 4 me in sch i finish ard 5..
smishing,Congratulation! Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34@gmail.com�for claims
ham,Call me when u're done...
ham,I've reached home finally...
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,WOT U UP 2 J?
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
smishing,You have 1 new voicemail. Please call 08719181513.
smishing,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcord call 08000930705
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"
smishing,Win a £1000 cash prize or a prize worth £5000
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ...Did you go to the gym too ?"
ham,1's finish meeting call me.
ham,"Aight, you close by or still down around alex's place?"
ham,Yay! You better not have told that to 5 other girls either.
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,You still coming tonight?
ham,I'll text you when I drop x off
ham,Happy New Year Princess!
ham,K.k:)apo k.good movie.
ham,If i said anything wrong sorry de:-)
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Howz pain?hope u r fine..
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now.
ham,Hope youre not having too much fun without me!! see u tomorrow love jess x
ham,Ok ill tell the company
ham,Am okay. Will soon be over. All the best
ham,We have to pick rayan macleran there.
ham,"Text me when you get off, don't call, my phones having problems"
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Enjoy urself tmr...
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Stupid.its not possible..U!!
ham,You all ready for * big day tomorrow?
ham,I want  &lt;#&gt;  rs da:)do you have it?
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Ok. There may be a free gym about.
ham,Send me your resume:-)
ham,how are you? I miss you!
smishing,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
ham,"Received, understood n acted upon!"
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
